review_text,label,split
"Ürün beklediğim gibi değil, çalışmadı. Tavsiye etmiyorum.",Olumsuz,TRAIN
"Paketleme çok iyi, ürün harika. Beklentimi karşıladı.",Olumlu,TRAIN
Beklediğim kadar çok hızlı değildi ama idare eder.,Nötr,VALIDATE
Malzeme kalitesi berbat. Bir daha almam.,Olumsuz,TEST
Beklediğim kadar çok hızlı değildi ama iş görür.,Nötr,TRAIN
"Ürün fena değil, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Kargo zamanında geldi, ürün beklediğimden iyi. 5/5.",Olumlu,TRAIN
Beklediğim kadar hızlı değildi ama iş görür.,Nötr,TRAIN
Beklediğim kadar hızlı değildi ama çok da kötü değil.,Nötr,TRAIN
"Paketleme özenli, ürün beklediğimden iyi. Gayet başarılı.",Olumlu,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
Destek ekibi hiç yardımcı olmadı. Şikayetçiyim.,Olumsuz,TRAIN
Hızlı çalışıyor ve iyi bir tercih. Tekrar alırım.,Olumlu,VALIDATE
"Genel olarak idare eder, kararsız kaldım.",Nötr,TEST
"Genel olarak normal, deneyim orta.",Nötr,TRAIN
"Teslimat orta halliydi, paketleme normaldi.",Nötr,TRAIN
Destek ekibi çözüm sunmadı. Zaman kaybı.,Olumsuz,TRAIN
Beklentimin üstünde ve parasını hak ediyor. Çok memnun kaldım.,Olumlu,TRAIN
Malzeme kalitesi berbat. Pişman oldum.,Olumsuz,TRAIN
"Genel olarak orta seviye, deneyim orta.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
Beklentimin üstünde ve fiyatı uygun. Kesinlikle tavsiye ederim.,Olumlu,TRAIN
Beklediğim kadar ortalama hızdaydı ama çok da kötü değil.,Nötr,VALIDATE
"Genel olarak orta seviye, deneyim orta.",Nötr,TEST
"Kargo geç geldi, ürün hasarlı geldi. İade süreci çok zordu.",Olumsuz,TRAIN
Performansı harika ve fiyat/performans mükemmel. Çok memnun kaldım.,Olumlu,TRAIN
"Teslimat normaldi, paketleme vasattı.",Nötr,TRAIN
Destek ekibi ulaşılmazdı. Memnun değilim.,Olumsuz,TRAIN
"Kargo geç geldi, ürün kalitesiz çıktı. Hayal kırıklığı.",Olumsuz,TRAIN
"Teslimat normaldi, paketleme vasattı.",Nötr,TRAIN
"Ürün ortalama, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
"Teslimat standarttı, paketleme standarttı.",Nötr,VALIDATE
"Teslimat standarttı, paketleme eh işte.",Nötr,TEST
Beklediğim kadar ortalama hızdaydı ama çok da kötü değil.,Nötr,TRAIN
Performansı harika ve iyi bir tercih. Çok memnun kaldım.,Olumlu,TRAIN
Malzeme kalitesi düşük. Çok kötü deneyim.,Olumsuz,TRAIN
Destek ekibi ulaşılmazdı. Çözülmedi.,Olumsuz,TRAIN
"Paketleme sağlam, ürün beklediğimden iyi. Gayet başarılı.",Olumlu,TRAIN
"Teslimat standarttı, paketleme standarttı.",Nötr,TRAIN
"Teslimat standarttı, paketleme vasattı.",Nötr,TRAIN
Beklentimin üstünde ve fiyat/performans mükemmel. 5/5.,Olumlu,TRAIN
"Genel olarak normal, çok emin değilim.",Nötr,VALIDATE
"Teslimat beklendiği gibiydi, paketleme vasattı.",Nötr,TEST
"Teslimat orta halliydi, paketleme vasattı.",Nötr,TRAIN
"Kargo geç geldi, ürün arızalı çıktı. Hayal kırıklığı.",Olumsuz,TRAIN
Hızlı çalışıyor ve fiyat/performans mükemmel. 5/5.,Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
Beklentimin üstünde ve fiyat/performans mükemmel. Tekrar alırım.,Olumlu,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama daha iyisi olabilir.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
Destek ekibi çözüm sunmadı. Şikayetçiyim.,Olumsuz,VALIDATE
Destek ekibi geç döndü. Şikayetçiyim.,Olumsuz,TEST
"Kargo çok hızlı geldi, ürün beklediğimden iyi. Tekrar alırım.",Olumlu,TRAIN
Hızlı çalışıyor ve fiyatı uygun. 5/5.,Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
Beklediğim kadar ortalama hızdaydı ama iş görür.,Nötr,TRAIN
Destek ekibi hiç yardımcı olmadı. Memnun değilim.,Olumsuz,TRAIN
"Paketleme düzgün, ürün gayet iyi. Gayet başarılı.",Olumlu,TRAIN
"Kargo biraz geç geldi, ürün eksik geldi. İade ettim.",Olumsuz,TRAIN
"Ürün uyumsuz çıktı, performansı kötü. Çok kötü deneyim.",Olumsuz,TRAIN
"Paketleme özenli, ürün beklediğimden iyi. Gayet başarılı.",Olumlu,VALIDATE
"Paketleme özenli, ürün çok kaliteli. Beklentimi karşıladı.",Olumlu,TEST
"Paketleme sağlam, ürün çok kaliteli. Memnun kaldım.",Olumlu,TRAIN
"Ürün uyumsuz çıktı, performansı kötü. Tavsiye etmiyorum.",Olumsuz,TRAIN
"Genel olarak orta seviye, çok emin değilim.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
"Genel olarak normal, deneyim orta.",Nötr,TRAIN
"Kargo çok hızlı geldi, ürün gayet iyi. Tekrar alırım.",Olumlu,TRAIN
"Paketleme düzgün, ürün harika. Memnun kaldım.",Olumlu,TRAIN
Malzeme kalitesi vasat. Bir daha almam.,Olumsuz,TRAIN
"Kargo geç geldi, ürün beklediğimden iyi. Kesinlikle tavsiye ederim.",Olumlu,VALIDATE
Destek ekibi çözüm sunmadı. Şikayetçiyim.,Olumsuz,TEST
Hızlı çalışıyor ve fiyat/performans mükemmel. Kesinlikle tavsiye ederim.,Olumlu,TRAIN
"Ürün ortalama, işimi görüyor ama daha iyisi olabilir.",Nötr,TRAIN
"Teslimat beklendiği gibiydi, paketleme standarttı.",Nötr,TRAIN
Beklediğim kadar hızlı değildi ama iş görür.,Nötr,TRAIN
"Kargo zamanında geldi, ürün eksik geldi. Değişim istedim.",Olumsuz,TRAIN
"Kargo biraz geç geldi, ürün çok kaliteli. 5/5.",Olumlu,TRAIN
Beklediğim kadar çok hızlı değildi ama kullanılabilir.,Nötr,TRAIN
"Ürün idare eder, işimi görüyor ama daha iyisi olabilir.",Nötr,TRAIN
"Ürün yanlış ürün geldi, çalışmadı. Çok kötü deneyim.",Olumsuz,VALIDATE
"Kargo zamanında geldi, ürün beklediğimden iyi. Kesinlikle tavsiye ederim.",Olumlu,TEST
Beklediğim kadar ortalama hızdaydı ama kullanılabilir.,Nötr,TRAIN
"Ürün uyumsuz çıktı, sürekli hata verdi. Bir daha almam.",Olumsuz,TRAIN
"Ürün ortalama, işimi görüyor ama daha iyisi olabilir.",Nötr,TRAIN
"Kargo zamanında geldi, ürün hasarlı geldi. Değişim istedim.",Olumsuz,TRAIN
"Ürün idare eder, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
Beklediğim kadar hızlı değildi ama iş görür.,Nötr,TRAIN
"Ürün uyumsuz çıktı, performansı kötü. Çok kötü deneyim.",Olumsuz,TRAIN
"Ürün uyumsuz çıktı, problem çıkardı. Çok kötü deneyim.",Olumsuz,VALIDATE
"Genel olarak idare eder, kararsız kaldım.",Nötr,TEST
Destek ekibi hiç yardımcı olmadı. Memnun değilim.,Olumsuz,TRAIN
Destek ekibi geç döndü. Çözülmedi.,Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
"Ürün anlatıldığı gibi değil, problem çıkardı. Bir daha almam.",Olumsuz,TRAIN
Beklediğim kadar ortalama hızdaydı ama idare eder.,Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
Beklediğim kadar ortalama hızdaydı ama kullanılabilir.,Nötr,TRAIN
"Kargo çok hızlı geldi, ürün çok kaliteli. 5/5.",Olumlu,VALIDATE
Stabil ve parasını hak ediyor. Çok memnun kaldım.,Olumlu,TEST
"Paketleme düzgün, ürün çok kaliteli. Beklentimi karşıladı.",Olumlu,TRAIN
"Genel olarak normal, deneyim orta.",Nötr,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama çok da kötü değil.,Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
"Genel olarak normal, beklentim karışık.",Nötr,TRAIN
Beklediğim kadar çok hızlı değildi ama çok da kötü değil.,Nötr,TRAIN
"Ürün anlatıldığı gibi değil, performansı kötü. Çok kötü deneyim.",Olumsuz,TRAIN
"Teslimat normaldi, paketleme eh işte.",Nötr,TRAIN
"Kargo geç geldi, ürün eksik geldi. Değişim istedim.",Olumsuz,VALIDATE
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TEST
"Ürün beklediğim gibi değil, performansı kötü. Çok kötü deneyim.",Olumsuz,TRAIN
"Genel olarak standart, çok emin değilim.",Nötr,TRAIN
Destek ekibi geç döndü. Şikayetçiyim.,Olumsuz,TRAIN
"Teslimat normaldi, paketleme eh işte.",Nötr,TRAIN
"Ürün fena değil, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
"Ürün beklediğim gibi değil, çalışmadı. Çok kötü deneyim.",Olumsuz,TRAIN
"Ürün anlatıldığı gibi değil, performansı kötü. Bir daha almam.",Olumsuz,TRAIN
Destek ekibi ulaşılmazdı. Şikayetçiyim.,Olumsuz,TRAIN
Beklediğim kadar hızlı değildi ama kullanılabilir.,Nötr,VALIDATE
"Paketleme düzgün, ürün gayet iyi. Gayet başarılı.",Olumlu,TEST
"Ürün beklediğim gibi değil, sürekli hata verdi. Tavsiye etmiyorum.",Olumsuz,TRAIN
"Paketleme özenli, ürün gayet iyi. Beklentimi karşıladı.",Olumlu,TRAIN
"Kargo çok hızlı geldi, ürün çok kaliteli. Tekrar alırım.",Olumlu,TRAIN
"Kargo geç geldi, ürün kalitesiz çıktı. İade ettim.",Olumsuz,TRAIN
"Paketleme sağlam, ürün çok kaliteli. Sorunsuzdu.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
Hızlı çalışıyor ve iyi bir tercih. Çok memnun kaldım.,Olumlu,TRAIN
Malzeme kalitesi vasat. Çok kötü deneyim.,Olumsuz,TRAIN
"Genel olarak idare eder, beklentim karışık.",Nötr,VALIDATE
Stabil ve fiyatı uygun. Çok memnun kaldım.,Olumlu,TEST
"Ürün yanlış ürün geldi, çalışmadı. Tavsiye etmiyorum.",Olumsuz,TRAIN
"Teslimat normaldi, paketleme eh işte.",Nötr,TRAIN
Malzeme kalitesi düşük. Bir daha almam.,Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
Malzeme kalitesi kötü. Çok kötü deneyim.,Olumsuz,TRAIN
"Ürün beklediğim gibi değil, sürekli hata verdi. Pişman oldum.",Olumsuz,TRAIN
"Ürün yanlış ürün geldi, sürekli hata verdi. Tavsiye etmiyorum.",Olumsuz,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama iş görür.,Nötr,TRAIN
Stabil ve fiyatı uygun. Tekrar alırım.,Olumlu,VALIDATE
"Kargo geç geldi, ürün beklediğimden iyi. 5/5.",Olumlu,TEST
Malzeme kalitesi kötü. Pişman oldum.,Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
"Paketleme düzgün, ürün çok kaliteli. Sorunsuzdu.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
"Kargo zamanında geldi, ürün hasarlı geldi. İade süreci çok zordu.",Olumsuz,TRAIN
"Paketleme sağlam, ürün çok kaliteli. Gayet başarılı.",Olumlu,TRAIN
"Genel olarak standart, beklentim karışık.",Nötr,TRAIN
"Ürün fena değil, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Teslimat beklendiği gibiydi, paketleme standarttı.",Nötr,VALIDATE
"Ürün anlatıldığı gibi değil, problem çıkardı. Pişman oldum.",Olumsuz,TEST
"Kargo zamanında geldi, ürün beklediğimden iyi. 5/5.",Olumlu,TRAIN
"Kargo biraz geç geldi, ürün harika. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
Malzeme kalitesi vasat. Çok kötü deneyim.,Olumsuz,TRAIN
"Ürün uyumsuz çıktı, problem çıkardı. Pişman oldum.",Olumsuz,TRAIN
Malzeme kalitesi berbat. Pişman oldum.,Olumsuz,TRAIN
"Ürün anlatıldığı gibi değil, problem çıkardı. Tavsiye etmiyorum.",Olumsuz,TRAIN
Destek ekibi geç döndü. Memnun değilim.,Olumsuz,TRAIN
Destek ekibi hiç yardımcı olmadı. Memnun değilim.,Olumsuz,TRAIN
"Kargo çok hızlı geldi, ürün çok kaliteli. Tekrar alırım.",Olumlu,VALIDATE
"Genel olarak standart, beklentim karışık.",Nötr,TEST
"Teslimat beklendiği gibiydi, paketleme standarttı.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
Beklediğim kadar hızlı değildi ama çok da kötü değil.,Nötr,TRAIN
"Teslimat normaldi, paketleme normaldi.",Nötr,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Kargo biraz geç geldi, ürün eksik geldi. Hayal kırıklığı.",Olumsuz,TRAIN
Beklentimin üstünde ve iyi bir tercih. 5/5.,Olumlu,TRAIN
"Genel olarak normal, kararsız kaldım.",Nötr,TRAIN
"Kargo biraz geç geldi, ürün çok kaliteli. Çok memnun kaldım.",Olumlu,VALIDATE
"Kargo biraz geç geldi, ürün hasarlı geldi. Değişim istedim.",Olumsuz,TEST
"Ürün idare eder, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
Destek ekibi ulaşılmazdı. Zaman kaybı.,Olumsuz,TRAIN
"Teslimat standarttı, paketleme standarttı.",Nötr,TRAIN
Performansı harika ve parasını hak ediyor. Tekrar alırım.,Olumlu,TRAIN
"Kargo zamanında geldi, ürün gayet iyi. 5/5.",Olumlu,TRAIN
Destek ekibi çözüm sunmadı. Çözülmedi.,Olumsuz,TRAIN
"Kargo geç geldi, ürün çok kaliteli. Çok memnun kaldım.",Olumlu,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama daha iyisi olabilir.",Nötr,TRAIN
"Teslimat standarttı, paketleme vasattı.",Nötr,VALIDATE
"Teslimat standarttı, paketleme standarttı.",Nötr,TEST
"Kargo zamanında geldi, ürün gayet iyi. 5/5.",Olumlu,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama çok da kötü değil.,Nötr,TRAIN
"Paketleme özenli, ürün çok kaliteli. Gayet başarılı.",Olumlu,TRAIN
"Kargo çok hızlı geldi, ürün harika. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
"Paketleme çok iyi, ürün beklediğimden iyi. Beklentimi karşıladı.",Olumlu,TRAIN
Hızlı çalışıyor ve iyi bir tercih. Tekrar alırım.,Olumlu,TRAIN
"Teslimat orta halliydi, paketleme vasattı.",Nötr,TRAIN
Malzeme kalitesi düşük. Bir daha almam.,Olumsuz,TRAIN
"Paketleme çok iyi, ürün gayet iyi. Memnun kaldım.",Olumlu,VALIDATE
Malzeme kalitesi vasat. Pişman oldum.,Olumsuz,TEST
"Kargo çok hızlı geldi, ürün arızalı çıktı. İade süreci çok zordu.",Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
"Kargo zamanında geldi, ürün gayet iyi. 5/5.",Olumlu,TRAIN
"Kargo biraz geç geldi, ürün harika. Tekrar alırım.",Olumlu,TRAIN
"Ürün yanlış ürün geldi, problem çıkardı. Pişman oldum.",Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
Malzeme kalitesi berbat. Çok kötü deneyim.,Olumsuz,TRAIN
Beklediğim kadar hızlı değildi ama idare eder.,Nötr,TRAIN
"Ürün ortalama, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,VALIDATE
"Kargo çok hızlı geldi, ürün arızalı çıktı. Hayal kırıklığı.",Olumsuz,TEST
Beklediğim kadar hızlı değildi ama kullanılabilir.,Nötr,TRAIN
"Genel olarak normal, deneyim orta.",Nötr,TRAIN
"Teslimat standarttı, paketleme eh işte.",Nötr,TRAIN
"Ürün idare eder, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
Malzeme kalitesi kötü. Tavsiye etmiyorum.,Olumsuz,TRAIN
"Kargo biraz geç geldi, ürün kalitesiz çıktı. İade süreci çok zordu.",Olumsuz,TRAIN
"Genel olarak normal, çok emin değilim.",Nötr,TRAIN
Performansı harika ve fiyat/performans mükemmel. Tekrar alırım.,Olumlu,TRAIN
Destek ekibi çözüm sunmadı. Şikayetçiyim.,Olumsuz,VALIDATE
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TEST
"Kargo zamanında geldi, ürün harika. Çok memnun kaldım.",Olumlu,TRAIN
"Kargo biraz geç geldi, ürün harika. Çok memnun kaldım.",Olumlu,TRAIN
Beklediğim kadar hızlı değildi ama idare eder.,Nötr,TRAIN
"Genel olarak normal, çok emin değilim.",Nötr,TRAIN
Destek ekibi çözüm sunmadı. Zaman kaybı.,Olumsuz,TRAIN
"Ürün fena değil, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
"Teslimat normaldi, paketleme vasattı.",Nötr,TRAIN
Malzeme kalitesi düşük. Pişman oldum.,Olumsuz,TRAIN
Destek ekibi ulaşılmazdı. Memnun değilim.,Olumsuz,VALIDATE
Destek ekibi çözüm sunmadı. Şikayetçiyim.,Olumsuz,TEST
Beklediğim kadar hızlı değildi ama idare eder.,Nötr,TRAIN
"Kargo zamanında geldi, ürün harika. 5/5.",Olumlu,TRAIN
"Kargo geç geldi, ürün beklediğimden iyi. Tekrar alırım.",Olumlu,TRAIN
"Ürün idare eder, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
Hızlı çalışıyor ve parasını hak ediyor. Çok memnun kaldım.,Olumlu,TRAIN
"Kargo geç geldi, ürün gayet iyi. Tekrar alırım.",Olumlu,TRAIN
Beklediğim kadar hızlı değildi ama kullanılabilir.,Nötr,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Paketleme sağlam, ürün harika. Beklentimi karşıladı.",Olumlu,VALIDATE
Beklediğim kadar beklediğim kadar hızlı değildi ama çok da kötü değil.,Nötr,TEST
"Kargo çok hızlı geldi, ürün harika. Tekrar alırım.",Olumlu,TRAIN
"Paketleme düzgün, ürün çok kaliteli. Sorunsuzdu.",Olumlu,TRAIN
"Ürün fena değil, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Ürün yanlış ürün geldi, problem çıkardı. Bir daha almam.",Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
"Kargo biraz geç geldi, ürün çok kaliteli. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
Malzeme kalitesi kötü. Çok kötü deneyim.,Olumsuz,TRAIN
"Kargo biraz geç geldi, ürün harika. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
"Genel olarak orta seviye, çok emin değilim.",Nötr,VALIDATE
"Ürün uyumsuz çıktı, sürekli hata verdi. Tavsiye etmiyorum.",Olumsuz,TEST
Beklentimin üstünde ve iyi bir tercih. 5/5.,Olumlu,TRAIN
Beklentimin üstünde ve fiyat/performans mükemmel. 5/5.,Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
Malzeme kalitesi vasat. Çok kötü deneyim.,Olumsuz,TRAIN
"Kargo geç geldi, ürün çok kaliteli. 5/5.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
"Kargo zamanında geldi, ürün eksik geldi. İade süreci çok zordu.",Olumsuz,TRAIN
"Kargo çok hızlı geldi, ürün çok kaliteli. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
Malzeme kalitesi düşük. Bir daha almam.,Olumsuz,VALIDATE
"Ürün fena değil, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TEST
"Ürün ortalama, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
"Genel olarak idare eder, deneyim orta.",Nötr,TRAIN
Malzeme kalitesi vasat. Tavsiye etmiyorum.,Olumsuz,TRAIN
"Ürün uyumsuz çıktı, performansı kötü. Çok kötü deneyim.",Olumsuz,TRAIN
Hızlı çalışıyor ve parasını hak ediyor. Kesinlikle tavsiye ederim.,Olumlu,TRAIN
"Kargo zamanında geldi, ürün beklediğimden iyi. Tekrar alırım.",Olumlu,TRAIN
"Genel olarak orta seviye, beklentim karışık.",Nötr,TRAIN
"Paketleme çok iyi, ürün çok kaliteli. Memnun kaldım.",Olumlu,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,VALIDATE
"Ürün beklediğim gibi değil, problem çıkardı. Bir daha almam.",Olumsuz,TEST
Stabil ve parasını hak ediyor. Çok memnun kaldım.,Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
Destek ekibi ulaşılmazdı. Memnun değilim.,Olumsuz,TRAIN
Hızlı çalışıyor ve parasını hak ediyor. Çok memnun kaldım.,Olumlu,TRAIN
"Teslimat orta halliydi, paketleme eh işte.",Nötr,TRAIN
"Ürün ortalama, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
Performansı harika ve fiyat/performans mükemmel. Kesinlikle tavsiye ederim.,Olumlu,TRAIN
"Ürün beklediğim gibi değil, çalışmadı. Bir daha almam.",Olumsuz,TRAIN
Malzeme kalitesi kötü. Tavsiye etmiyorum.,Olumsuz,VALIDATE
"Ürün ne iyi ne kötü, işimi görüyor ama daha iyi beklerdim.",Nötr,TEST
Beklediğim kadar çok hızlı değildi ama çok da kötü değil.,Nötr,TRAIN
Malzeme kalitesi kötü. Pişman oldum.,Olumsuz,TRAIN
"Ürün beklediğim gibi değil, problem çıkardı. Bir daha almam.",Olumsuz,TRAIN
"Genel olarak idare eder, deneyim orta.",Nötr,TRAIN
Malzeme kalitesi berbat. Tavsiye etmiyorum.,Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
"Genel olarak orta seviye, beklentim karışık.",Nötr,TRAIN
"Genel olarak idare eder, beklentim karışık.",Nötr,TRAIN
Malzeme kalitesi düşük. Tavsiye etmiyorum.,Olumsuz,VALIDATE
Hızlı çalışıyor ve parasını hak ediyor. Çok memnun kaldım.,Olumlu,TEST
Performansı harika ve fiyat/performans mükemmel. Tekrar alırım.,Olumlu,TRAIN
"Ürün beklediğim gibi değil, performansı kötü. Bir daha almam.",Olumsuz,TRAIN
Beklediğim kadar çok hızlı değildi ama iş görür.,Nötr,TRAIN
"Kargo zamanında geldi, ürün eksik geldi. İade süreci çok zordu.",Olumsuz,TRAIN
"Ürün idare eder, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Genel olarak normal, kararsız kaldım.",Nötr,TRAIN
"Ürün uyumsuz çıktı, çalışmadı. Çok kötü deneyim.",Olumsuz,TRAIN
"Ürün uyumsuz çıktı, çalışmadı. Bir daha almam.",Olumsuz,TRAIN
"Ürün idare eder, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,VALIDATE
"Teslimat orta halliydi, paketleme standarttı.",Nötr,TEST
"Ürün anlatıldığı gibi değil, sürekli hata verdi. Tavsiye etmiyorum.",Olumsuz,TRAIN
Beklediğim kadar çok hızlı değildi ama iş görür.,Nötr,TRAIN
Beklentimin üstünde ve fiyatı uygun. 5/5.,Olumlu,TRAIN
"Ürün ortalama, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Kargo zamanında geldi, ürün harika. 5/5.",Olumlu,TRAIN
Destek ekibi ulaşılmazdı. Şikayetçiyim.,Olumsuz,TRAIN
"Kargo zamanında geldi, ürün harika. Çok memnun kaldım.",Olumlu,TRAIN
"Kargo geç geldi, ürün gayet iyi. 5/5.",Olumlu,TRAIN
Beklediğim kadar hızlı değildi ama çok da kötü değil.,Nötr,VALIDATE
Performansı harika ve fiyat/performans mükemmel. Çok memnun kaldım.,Olumlu,TEST
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
"Paketleme düzgün, ürün gayet iyi. Beklentimi karşıladı.",Olumlu,TRAIN
Beklentimin üstünde ve parasını hak ediyor. Çok memnun kaldım.,Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
Malzeme kalitesi berbat. Çok kötü deneyim.,Olumsuz,TRAIN
"Kargo zamanında geldi, ürün eksik geldi. Hayal kırıklığı.",Olumsuz,TRAIN
"Kargo çok hızlı geldi, ürün harika. Tekrar alırım.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,VALIDATE
"Kargo biraz geç geldi, ürün eksik geldi. Değişim istedim.",Olumsuz,TEST
"Ürün anlatıldığı gibi değil, problem çıkardı. Çok kötü deneyim.",Olumsuz,TRAIN
Performansı harika ve fiyat/performans mükemmel. Çok memnun kaldım.,Olumlu,TRAIN
"Ürün ortalama, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
"Ürün yanlış ürün geldi, problem çıkardı. Tavsiye etmiyorum.",Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
Malzeme kalitesi kötü. Çok kötü deneyim.,Olumsuz,TRAIN
"Ürün uyumsuz çıktı, sürekli hata verdi. Bir daha almam.",Olumsuz,TRAIN
Destek ekibi çözüm sunmadı. Çözülmedi.,Olumsuz,TRAIN
"Paketleme düzgün, ürün gayet iyi. Beklentimi karşıladı.",Olumlu,VALIDATE
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TEST
Beklediğim kadar ortalama hızdaydı ama çok da kötü değil.,Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
Destek ekibi geç döndü. Zaman kaybı.,Olumsuz,TRAIN
"Ürün beklediğim gibi değil, performansı kötü. Çok kötü deneyim.",Olumsuz,TRAIN
"Kargo çok hızlı geldi, ürün eksik geldi. İade ettim.",Olumsuz,TRAIN
"Ürün beklediğim gibi değil, çalışmadı. Tavsiye etmiyorum.",Olumsuz,TRAIN
"Ürün fena değil, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Teslimat standarttı, paketleme normaldi.",Nötr,TRAIN
Malzeme kalitesi berbat. Bir daha almam.,Olumsuz,VALIDATE
